Entry,Entry name,Gene names,Protein families
Q8NBB2,STAS1_HUMAN,ST20-AS1 C15orf37,
Q5VX71,SUSD4_HUMAN,SUSD4 UNQ196/PRO222,
P08842,STS_HUMAN,STS ARSC1,Sulfatase family
Q14765,STAT4_HUMAN,STAT4,Transcription factor STAT family
P11277,SPTB1_HUMAN,SPTB SPTB1,Spectrin family
Q8IYB8,SUV3_HUMAN,SUPV3L1 SUV3,Helicase family
A0A075B6S0,TRGJ1_HUMAN,TRGJ1 TCRGJ1,
Q96SB4,SRPK1_HUMAN,SRPK1,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family"
Q9BX66,SRBS1_HUMAN,SORBS1 KIAA0894 KIAA1296 SH3D5,
Q9NZD8,SPG21_HUMAN,SPG21 ACP33 BM-019 GL010,AB hydrolase superfamily
Q9NUQ6,SPS2L_HUMAN,SPATS2L DNAPTP6 SP1224,SPATS2 family
Q14247,SRC8_HUMAN,CTTN EMS1,
Q9Y3C8,UFC1_HUMAN,UFC1 CGI-126 HSPC155,"Ubiquitin-conjugating enzyme family, UFC1 subfamily"
Q9Y285,SYFA_HUMAN,FARSA FARS FARSL FARSLA,"Class-II aminoacyl-tRNA synthetase family, Phe-tRNA synthetase alpha subunit type 2 subfamily"
Q9P2J5,SYLC_HUMAN,LARS1 KIAA1352 LARS,Class-I aminoacyl-tRNA synthetase family
Q14DG7,T132B_HUMAN,TMEM132B KIAA1786 KIAA1906,TMEM132 family
Q9BXQ6,T121B_HUMAN,TMEM121B CECR6,TMEM121 family
Q6IEE7,T132E_HUMAN,TMEM132E,TMEM132 family
B9EJG8,T150C_HUMAN,TMEM150C,DRAM/TMEM150 family
Q9Y228,T3JAM_HUMAN,TRAF3IP3 T3JAM,
Q9BSW7,SYT17_HUMAN,SYT17,Synaptotagmin family
P47897,SYQ_HUMAN,QARS1 QARS,Class-I aminoacyl-tRNA synthetase family
Q9NYW3,TA2R7_HUMAN,TAS2R7,G-protein coupled receptor T2R family
Q9UGM6,SYWM_HUMAN,WARS2,Class-I aminoacyl-tRNA synthetase family
Q5JRV8,T255A_HUMAN,TMEM255A FAM70A,TMEM255 family
Q9NYV9,T2R13_HUMAN,TAS2R13,G-protein coupled receptor T2R family
P26640,SYVC_HUMAN,VARS1 G7A VARS VARS2,Class-I aminoacyl-tRNA synthetase family
Q15544,TAF11_HUMAN,TAF11 TAF2I PRO2134,TAF11 family
Q9NYV7,T2R16_HUMAN,TAS2R16,G-protein coupled receptor T2R family
Q9Y6M0,TEST_HUMAN,PRSS21 ESP1 TEST1 UNQ266/PRO303,Peptidase S1 family
Q01085,TIAR_HUMAN,TIAL1,
Q9C0I4,THS7B_HUMAN,THSD7B KIAA1679,
P49368,TCPG_HUMAN,CCT3 CCTG TRIC5,TCP-1 chaperonin family
Q9BV44,THUM3_HUMAN,THUMPD3,Methyltransferase superfamily
Q92526,TCPW_HUMAN,CCT6B,TCP-1 chaperonin family
Q9BXU0,TEX12_HUMAN,TEX12,
Q9UNN4,TF2AY_HUMAN,GTF2A1L ALF GTF2A1LF,TFIIA subunit 1 family
Q9UHQ7,TCAL9_HUMAN,TCEAL9 WBP5,"TFS-II family, TFA subfamily"
Q9P2Z0,THA10_HUMAN,THAP10,
Q00403,TF2B_HUMAN,GTF2B TF2B TFIIB,TFIIB family
A3KMH1,VWA8_HUMAN,VWA8 KIAA0564,
Q8WUY1,THEM6_HUMAN,THEM6 C8orf55 PSEC0098,THEM6 family
Q9H7E2,TDRD3_HUMAN,TDRD3,
Q9UQP3,TENN_HUMAN,TNN TNW,Tenascin family
Q03403,TFF2_HUMAN,TFF2 SML1,
Q5TEJ8,THMS2_HUMAN,THEMIS2 C1orf38 ICB1,Themis family
P24821,TENA_HUMAN,TNC HXB,Tenascin family
Q8N5D0,WDTC1_HUMAN,WDTC1 KIAA1037,
O60347,TBC12_HUMAN,TBC1D12 KIAA0608,
Q7Z5S9,TM144_HUMAN,TMEM144,TMEM144 family
Q9NY65,TBA8_HUMAN,TUBA8 TUBAL2,Tubulin family
Q9UJA5,TRM6_HUMAN,TRMT6 KIAA1153 TRM6 CGI-09,TRM6/GCD10 family
Q96BZ9,TBC20_HUMAN,TBC1D20 C20orf140,
O95271,TNKS1_HUMAN,TNKS PARP5A PARPL TIN1 TINF1 TNKS1,ARTD/PARP family
Q9BXI6,TB10A_HUMAN,TBC1D10A EPI64 TBC1D10,
Q86T26,TM11B_HUMAN,TMPRSS11B HATL5,Peptidase S1 family
A0A0B4J276,TVA25_HUMAN,TRAV25,
Q00888,PSG4_HUMAN,PSG4 CGM4 PSG9,"Immunoglobulin superfamily, CEA family"
P23469,PTPRE_HUMAN,PTPRE,"Protein-tyrosine phosphatase family, Receptor class 4 subfamily"
O14684,PTGES_HUMAN,PTGES MGST1L1 MPGES1 PGES PIG12,MAPEG family
P10586,PTPRF_HUMAN,PTPRF LAR,"Protein-tyrosine phosphatase family, Receptor class 2A subfamily"
Q15257,PTPA_HUMAN,PTPA PPP2R4,PTPA-type PPIase family
Q7Z6K3,PTAR1_HUMAN,PTAR1,Protein prenyltransferase subunit alpha family
P26599,PTBP1_HUMAN,PTBP1 PTB,
Q9NR77,PXMP2_HUMAN,PXMP2 PMP22,Peroxisomal membrane protein PXMP2/4 family
Q9BRQ0,PYGO2_HUMAN,PYGO2 PP7910,
Q6ZRY4,RBPS2_HUMAN,RBPMS2,
Q9H0Z9,RBM38_HUMAN,RBM38 RNPC1 SEB4,RBM38 family
Q8IZ41,RASEF_HUMAN,RASEF RAB45,"Small GTPase superfamily, Rab family"
Q5T8P6,RBM26_HUMAN,RBM26 C13orf10 PRO1777,
P62979,RS27A_HUMAN,RPS27A UBA80 UBCEP1,Ubiquitin family; Eukaryotic ribosomal protein eS31 family
P62306,RUXF_HUMAN,SNRPF PBSCF,"SnRNP Sm proteins family, SmF/LSm6 subfamily"
Q9BYN8,RT26_HUMAN,MRPS26 C20orf193 RPMS13,Mitochondrion-specific ribosomal protein mS26 family
Q9H446,RWDD1_HUMAN,RWDD1 DFRP2 CGI-24 PTD013,RWDD1/GIR2 family
Q9Y291,RT33_HUMAN,MRPS33 CGI-139 PTD003,Mitochondrion-specific ribosomal protein mS33 family
Q9BQC6,RT63_HUMAN,MRPL57 MRP63,Mitochondrion-specific ribosomal protein mL63 family
Q9BY42,RTF2_HUMAN,RTF2 C20orf43 RTFDC1 AD-007 CDA05 HSPC164 HSPC169,Rtf2 family
Q5HYW3,RTL5_HUMAN,RTL5 KIAA2001 RGAG4,
A6ZKI3,RTL8C_HUMAN,RTL8C CXX1 FAM127A MAR8 MAR8C MART8,FAM127 family
Q6ICC9,RTL6_HUMAN,RTL6 LDOC1L MAR6 MART6,LDOC1 family
P08621,RU17_HUMAN,SNRNP70 RNPU1Z RPU1 SNRP70 U1AP1,
O00442,RTCA_HUMAN,RTCA RPC RPC1 RTC1 RTCD1,"RNA 3'-terminal cyclase family, Type 1 subfamily"
B5MCN3,S14L6_HUMAN,SEC14L6,
Q59EK9,RUN3A_HUMAN,RUNDC3A RAP2IP RPIP8,RUNDC3 family
Q9Y3D9,RT23_HUMAN,MRPS23 CGI-138 HSPC329,Mitochondrion-specific ribosomal protein mS23 family
Q8IY34,S15A3_HUMAN,SLC15A3 OCTP PHT2 PTR3,"Major facilitator superfamily, Proton-dependent oligopeptide transporter (POT/PTR) (TC 2.A.17) family"
P82921,RT21_HUMAN,MRPS21 RPMS21 MDS016,Bacterial ribosomal protein bS21 family
P63162,RSMN_HUMAN,SNRPN HCERN3 SMN,SnRNP SmB/SmN family
Q13183,S13A2_HUMAN,SLC13A2 NADC1 SDCT1,"SLC13A/DASS transporter (TC 2.A.47) family, NADC subfamily"
Q13621,S12A1_HUMAN,SLC12A1 NKCC2,SLC12A transporter family
Q9BXP2,S12A9_HUMAN,SLC12A9 CCC6 CIP1,SLC12A transporter family
O14804,TAAR5_HUMAN,TAAR5 PNR,G-protein coupled receptor 1 family
Q96RI8,TAAR6_HUMAN,TAAR6 TA4 TAR4 TRAR4,G-protein coupled receptor 1 family
Q969N4,TAAR8_HUMAN,TAAR8 GPR102 TA5 TAR5 TRAR5,G-protein coupled receptor 1 family
Q96RI9,TAAR9_HUMAN,TAAR9 TA3 TAR3 TRAR3,G-protein coupled receptor 1 family
Q9P0U3,SENP1_HUMAN,SENP1,Peptidase C48 family
Q9BY07,S4A5_HUMAN,SLC4A5 NBC4,Anion exchanger (TC 2.A.31) family
O75845,SC5D_HUMAN,SC5D SC5DL,Sterol desaturase family
Q15750,TAB1_HUMAN,TAB1 MAP3K7IP1,
Q9H4B6,SAV1_HUMAN,SAV1 WW45,
Q8IX30,SCUB3_HUMAN,SCUBE3 CEGF3,
P60059,SC61G_HUMAN,SEC61G,SecE/SEC61-gamma family
P31213,S5A2_HUMAN,SRD5A2,Steroid 5-alpha reductase family
Q92791,SC65_HUMAN,P3H4 LEPREL4 NOL55 SC65,Leprecan family
Q658L1,SAXO2_HUMAN,SAXO2 FAM154B,FAM154 family
Q9NVA2,SEP11_HUMAN,SEPTIN11 SEPT11,"TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily, Septin GTPase family"
P30531,SC6A1_HUMAN,SLC6A1 GABATR GABT1 GAT1,"Sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family, SLC6A1 subfamily"
P61619,S61A1_HUMAN,SEC61A1 SEC61A,SecY/SEC61-alpha family
Q86SK9,SCD5_HUMAN,SCD5 ACOD4 SCD2 SCD4,Fatty acid desaturase type 1 family
Q9H9S3,S61A2_HUMAN,SEC61A2,SecY/SEC61-alpha family
Q9BY12,SCAPE_HUMAN,SCAPER KIAA1454 ZNF291 MSTP063,
Q8IXA5,SACA3_HUMAN,SPACA3 LYC3 LYZL3 SLLP1 SPRASA UNQ424/PRO862,Glycosyl hydrolase 22 family
Q8N2U9,S66A2_HUMAN,SLC66A2 PQLC1,
O00767,SCD_HUMAN,SCD FADS5 SCD1 SCDOS,Fatty acid desaturase type 1 family
Q9Y3A5,SBDS_HUMAN,SBDS CGI-97,SDO1/SBDS family
Q9NR31,SAR1A_HUMAN,SAR1A SAR1 SARA SARA1,"Small GTPase superfamily, SAR1 family"
P05060,SCG1_HUMAN,CHGB SCG1,Chromogranin/secretogranin protein family
P13521,SCG2_HUMAN,SCG2 CHGC,Chromogranin/secretogranin protein family
Q8WXD2,SCG3_HUMAN,SCG3 UNQ2502/PRO5990,
A0A286YEV6,SCGR4_HUMAN,SCYGR4 KRTAP28-4,KRTAP type 28 family
Q96CW6,S7A6O_HUMAN,SLC7A6OS,IWR1/SLC7A6OS family
Q99590,SCAFB_HUMAN,SCAF11 CASP11 SFRS2IP SIP1 SRSF2IP,
A6NKF1,SAC31_HUMAN,SAC3D1 SHD1,SAC3 family
O14828,SCAM3_HUMAN,SCAMP3 C1orf3 PROPIN1,SCAMP family
Q9BW04,SARG_HUMAN,SARG C1orf116,SARG family
Q6P3W7,SCYL2_HUMAN,SCYL2 CVAK104 KIAA1360,Protein kinase superfamily
P63302,SELW_HUMAN,SELENOW SELW SEPW1,"SelWTH family, Selenoprotein W subfamily"
O75995,SASH3_HUMAN,SASH3 CXorf9 SLY,
Q01826,SATB1_HUMAN,SATB1,CUT homeobox family
Q8IWT1,SCN4B_HUMAN,SCN4B,Sodium channel auxiliary subunit SCN4B (TC 8.A.17) family
Q92854,SEM4D_HUMAN,SEMA4D C9orf164 CD100 SEMAJ,Semaphorin family
Q5VXD3,SAM13_HUMAN,SAMD13 HSD-42 HSD42,
Q9NTN9,SEM4G_HUMAN,SEMA4G KIAA1619,Semaphorin family
A2RU30,TESP1_HUMAN,TESPA1 KIAA0748 HSPC257,
O75326,SEM7A_HUMAN,SEMA7A CD108 SEMAL,Semaphorin family
Q96LT4,SAMD8_HUMAN,SAMD8,Sphingomyelin synthase family
P31639,SC5A2_HUMAN,SLC5A2 SGLT2,Sodium:solute symporter (SSF) (TC 2.A.21) family
Q495N2,S36A3_HUMAN,SLC36A3 PAT3 TRAMD2,Amino acid/polyamine transporter 2 family
Q9H1U9,S2551_HUMAN,SLC25A51 MCART1,Mitochondrial carrier (TC 2.A.29) family
Q13424,SNTA1_HUMAN,SNTA1 SNT1,Syntrophin family
Q96EQ0,SGTB_HUMAN,SGTB SGT2,SGT family
Q9NPD5,SO1B3_HUMAN,SLCO1B3 LST2 OATP1B3 OATP8 SLC21A8,Organo anion transporter (TC 2.A.60) family
P50452,SPB8_HUMAN,SERPINB8 PI8,"Serpin family, Ov-serpin subfamily"
Q9NYB5,SO1C1_HUMAN,SLCO1C1 OATP14 OATP1C1 OATPF SLC21A14,Organo anion transporter (TC 2.A.60) family
Q9BV90,SNR25_HUMAN,SNRNP25 C16orf33,
Q9H7B4,SMYD3_HUMAN,SMYD3 ZMYND1 ZNFN3A1,"Class V-like SAM-binding methyltransferase superfamily, Histone-lysine methyltransferase family"
A0A087WXS9,TBC3I_HUMAN,TBC1D3I,
Q8IXZ3,SP8_HUMAN,SP8,Sp1 C2H2-type zinc-finger protein family
P35712,SOX6_HUMAN,SOX6,
Q96RF0,SNX18_HUMAN,SNX18 SH3PXD3B,Sorting nexin family
Q8TEJ3,SH3R3_HUMAN,SH3RF3 POSH2 SH3MD4,SH3RF family
Q8TAQ2,SMRC2_HUMAN,SMARCC2 BAF170,SMARCC family
Q8NEM7,SP20H_HUMAN,SUPT20H C13orf19 FAM48A FP757,SPT20 family
Q96HL8,SH3Y1_HUMAN,SH3YL1,SH3YL1 family
Q6PDA7,SG11A_HUMAN,SPAG11A EP2 HE2,SPAG11 family
Q92922,SMRC1_HUMAN,SMARCC1 BAF155,SMARCC family
P61278,SMS_HUMAN,SST,Somatostatin family
Q8TDD2,SP7_HUMAN,SP7 OSX,Sp1 C2H2-type zinc-finger protein family
Q96GM5,SMRD1_HUMAN,SMARCD1 BAF60A,SMARCD family
Q8NDV3,SMC1B_HUMAN,SMC1B SMC1L2,"SMC family, SMC1 subfamily"
A0A1B0GUW6,SPEM3_HUMAN,SPEM3,
P22531,SPR2E_HUMAN,SPRR2E,Cornifin (SPRR) family
Q99865,SPI2A_HUMAN,SPIN2A DXF34 SPIN2,SPIN/STSY family
P35326,SPR2A_HUMAN,SPRR2A,Cornifin (SPRR) family
Q658P3,STEA3_HUMAN,STEAP3 TSAP6,STEAP family
Q8TCT7,SPP2B_HUMAN,SPPL2B IMP4 KIAA1532 PSL1,Peptidase A22B family
P0DMP2,SRG2B_HUMAN,SRGAP2B SRGAP2P2,
Q9UHE8,STEA1_HUMAN,STEAP1 PRSS24 STEAP,STEAP family
Q6Q759,SPG17_HUMAN,SPAG17,
O43295,SRGP3_HUMAN,SRGAP3 ARHGAP14 KIAA0411 KIAA1156 MEGAP SRGAP2,
Q9C004,SPY4_HUMAN,SPRY4,Sprouty family
A6NJT0,UNC4_HUMAN,UNCX UNCX4.1,"Paired homeobox family, Unc-4 subfamily"
Q9P2K2,TXD16_HUMAN,TXNDC16 ERP90 KIAA1344,
Q15431,SYCP1_HUMAN,SYCP1 SCP1,
Q9NSD9,SYFB_HUMAN,FARSB FARSLB FRSB HSPC173,"Phenylalanyl-tRNA synthetase beta subunit family, Type 2 subfamily"
Q6ZW31,SYDE1_HUMAN,SYDE1,
P14868,SYDC_HUMAN,DARS1 DARS PIG40,"Class-II aminoacyl-tRNA synthetase family, Type 2 subfamily"
Q2M3V2,SWAHA_HUMAN,SOWAHA ANKRD43,SOWAH family
Q14142,TRI14_HUMAN,TRIM14 KIAA0129,TRIM/RBCC family
Q8N511,TM199_HUMAN,TMEM199 C17orf32,
P04350,TBB4A_HUMAN,TUBB4A TUBB4 TUBB5,Tubulin family
Q9NR96,TLR9_HUMAN,TLR9 UNQ5798/PRO19605,Toll-like receptor family
Q6ZUI0,TPRG1_HUMAN,TPRG1 FAM79B,TPRG1 family
Q9H2S6,TNMD_HUMAN,TNMD CHM1L UNQ771/PRO1565,Chondromodulin-1 family
Q12931,TRAP1_HUMAN,TRAP1 HSP75,Heat shock protein 90 family
P12270,TPR_HUMAN,TPR,TPR family
A6NK02,TRI75_HUMAN,TRIM75P TRIM75,TRIM/RBCC family
Q12816,TROP_HUMAN,TRO KIAA1114 MAGED3,
Q9Y490,TLN1_HUMAN,TLN1 KIAA1027 TLN,
Q9UKI8,TLK1_HUMAN,TLK1 KIAA0137,"Protein kinase superfamily, Ser/Thr protein kinase family"
Q6ZT98,TTLL7_HUMAN,TTLL7,Tubulin--tyrosine ligase family
Q8NET8,TRPV3_HUMAN,TRPV3,"Transient receptor (TC 1.A.4) family, TrpV subfamily, TRPV3 sub-subfamily"
Q49AM3,TTC31_HUMAN,TTC31,
P98066,TSG6_HUMAN,TNFAIP6 TSG6,
Q8IV45,UN5CL_HUMAN,UNC5CL ZUD,Unc-5 family
O95292,VAPB_HUMAN,VAPB UNQ484/PRO983,VAMP-associated protein (VAP) (TC 9.B.17) family
O94888,UBXN7_HUMAN,UBXN7 KIAA0794 UBXD7,
O14598,VCY1_HUMAN,VCY BPY1 VCY1A; VCY1B BPY1B,VCX/VCY family
Q96GC9,VMP1_HUMAN,VMP1 TDC1 TMEM49 HSPC292,VMP1 family
Q8N9V3,WSDU1_HUMAN,WDSUB1 WDSAM1,
P30291,WEE1_HUMAN,WEE1,"Protein kinase superfamily, Ser/Thr protein kinase family, WEE1 subfamily"
Q96S15,WDR24_HUMAN,WDR24 C16orf21 JFP7,WD repeat WDR24 family
Q8IUB5,WFD13_HUMAN,WFDC13 C20orf138 WAP13,
Q9HBT7,ZN287_HUMAN,ZNF287 ZKSCAN13,Krueppel C2H2-type zinc-finger protein family
P30954,O10J1_HUMAN,OR10J1,G-protein coupled receptor 1 family
Q13416,ORC2_HUMAN,ORC2 ORC2L,ORC2 family
O15259,NPHP1_HUMAN,NPHP1 NPH1,Nephrocystin-1 family
Q9H208,O10A2_HUMAN,OR10A2 OR10A2P,G-protein coupled receptor 1 family
Q9BZF1,OSBL8_HUMAN,OSBPL8 KIAA1451 ORP8 OSBP10,OSBP family
Q8N2R0,OSR2_HUMAN,OSR2,Odd C2H2-type zinc-finger protein family
O60313,OPA1_HUMAN,OPA1 KIAA0567,"TRAFAC class dynamin-like GTPase superfamily, Dynamin/Fzo/YdjA family"
Q9H344,O51I2_HUMAN,OR51I2,G-protein coupled receptor 1 family
P57721,PCBP3_HUMAN,PCBP3 PCBP3-OT1 PCBP3OT,
Q8WZ94,OR5P3_HUMAN,OR5P3,G-protein coupled receptor 1 family
Q8NGJ8,O51S1_HUMAN,OR51S1,G-protein coupled receptor 1 family
Q460N3,PAR15_HUMAN,PARP15 BAL3,ARTD/PARP family
Q8NH21,OR4F5_HUMAN,OR4F5,G-protein coupled receptor 1 family
Q99572,P2RX7_HUMAN,P2RX7,P2X receptor family
Q68DD2,PA24F_HUMAN,PLA2G4F,
Q96FM1,PGAP3_HUMAN,PGAP3 CAB2 PERLD1 UNQ546/PRO1100,PGAP3 family
Q8N0Y7,PGAM4_HUMAN,PGAM4 PGAM3,"Phosphoglycerate mutase family, BPG-dependent PGAM subfamily"
Q15042,RB3GP_HUMAN,RAB3GAP1 KIAA0066 RAB3GAP,Rab3-GAP catalytic subunit family
P35913,PDE6B_HUMAN,PDE6B PDEB,Cyclic nucleotide phosphodiesterase family
Q53GG5,PDLI3_HUMAN,PDLIM3 ALP,
P43088,PF2R_HUMAN,PTGFR,G-protein coupled receptor 1 family
Q9HBH5,RDH14_HUMAN,RDH14 PAN2 SDR7C4 UNQ529/PRO1072,Short-chain dehydrogenases/reductases (SDR) family
P51160,PDE6C_HUMAN,PDE6C PDEA2,Cyclic nucleotide phosphodiesterase family
P20337,RAB3B_HUMAN,RAB3B,"Small GTPase superfamily, Rab family"
P62877,RBX1_HUMAN,RBX1 RNF75 ROC1,RING-box family
O75452,RDH16_HUMAN,RDH16 RODH4 SDR9C8,Short-chain dehydrogenases/reductases (SDR) family
Q8IUD2,RB6I2_HUMAN,ERC1 ELKS KIAA1081 RAB6IP2,
Q96E17,RAB3C_HUMAN,RAB3C,"Small GTPase superfamily, Rab family"
Q9UBF6,RBX2_HUMAN,RNF7 RBX2 ROC2 SAG,RING-box family
Q8NC74,RB8NL_HUMAN,RBBP8NL C20orf151,
P52945,PDX1_HUMAN,PDX1 IPF1 STF1,"Antp homeobox family, IPF1/XlHbox-8 subfamily"
O43502,RA51C_HUMAN,RAD51C RAD51L2,"RecA family, RAD51 subfamily"
Q96AH8,RAB7B_HUMAN,RAB7B,"Small GTPase superfamily, Rab family"
O75771,RA51D_HUMAN,RAD51D RAD51L3,"RecA family, RAD51 subfamily"
O14966,RAB7L_HUMAN,RAB29 RAB7L1,"Small GTPase superfamily, Rab family"
Q9Y620,RA54B_HUMAN,RAD54B,SNF2/RAD54 helicase family
P61006,RAB8A_HUMAN,RAB8A MEL RAB8,"Small GTPase superfamily, Rab family"
Q8N165,PDK1L_HUMAN,PDIK1L CLIK1L,"Protein kinase superfamily, Ser/Thr protein kinase family"
Q15120,PDK3_HUMAN,PDK3 PDHK3,PDK/BCKDK protein kinase family
Q9Y263,PLAP_HUMAN,PLAA PLAP,WD repeat PLAP family
Q9UM63,PLAL1_HUMAN,PLAGL1 LOT1 ZAC,Krueppel C2H2-type zinc-finger protein family
Q9NRX1,PNO1_HUMAN,PNO1,PNO1 family
Q9UPG8,PLAL2_HUMAN,PLAGL2 KIAA0198,Krueppel C2H2-type zinc-finger protein family
Q13401,PM2P3_HUMAN,PMS2P3 PMS2L3 PMS2L9 PMS5 PMSR3,DNA mismatch repair MutL/HexB family
Q8N2A8,PLD6_HUMAN,PLD6,"Phospholipase D family, MitoPLD/Zucchini subfamily"
P51153,RAB13_HUMAN,RAB13 GIG4,"Small GTPase superfamily, Rab family"
Q6S8J7,POTEA_HUMAN,POTEA A26A1 POTE8,POTE family
A0A0B4J2F0,PIOS1_HUMAN,PIGBOS1,
A6NEE1,PLHD1_HUMAN,PLEKHD1,PLEKHD1 family
P00747,PLMN_HUMAN,PLG,"Peptidase S1 family, Plasminogen subfamily"
Q8N131,PORIM_HUMAN,TMEM123 KCT3 PSEC0111 UNQ641/PRO1271,CD164 family
Q99541,PLIN2_HUMAN,PLIN2 ADFP,Perilipin family
Q8IY26,PLPP6_HUMAN,PLPP6 PPAPDC2,PA-phosphatase related phosphoesterase family
P54277,PMS1_HUMAN,PMS1 PMSL1,DNA mismatch repair MutL/HexB family
Q8TBJ4,PLPR1_HUMAN,PLPPR1 LPPR1 PRG3,PA-phosphatase related phosphoesterase family
Q8NFJ6,PKR2_HUMAN,PROKR2 GPR73L1 PKR2,G-protein coupled receptor 1 family
O15162,PLS1_HUMAN,PLSCR1,Phospholipid scramblase family
Q6ZWK4,RHEX_HUMAN,RHEX C1orf186,
P17081,RHOQ_HUMAN,RHOQ ARHQ RASL7A TC10,"Small GTPase superfamily, Rho family"
O60486,PLXC1_HUMAN,PLXNC1 VESPR,Plexin family
O14921,RGS13_HUMAN,RGS13,
O60733,PLPL9_HUMAN,PLA2G6 PLPLA9,
O43566,RGS14_HUMAN,RGS14,
Q9ULL1,PKHG1_HUMAN,PLEKHG1 KIAA1209,
Q9H7P9,PKHG2_HUMAN,PLEKHG2,
B2RU33,POTEC_HUMAN,POTEC A26B2 POTE18,POTE family
O14495,PLPP3_HUMAN,PLPP3 LPP3 PPAP2B,PA-phosphatase related phosphoesterase family
A1L390,PKHG3_HUMAN,PLEKHG3 KIAA0599,
Q8NBT0,POC1A_HUMAN,POC1A WDR51A,WD repeat POC1 family
Q53GL0,PKHO1_HUMAN,PLEKHO1 CKIP1 OC120 HQ0024c,
P57054,PIGP_HUMAN,PIGP DCRC DSCR5 DSCRC NPD010,PIGP family
Q01201,RELB_HUMAN,RELB,
Q8N3S3,PHTF2_HUMAN,PHTF2,
P01833,PIGR_HUMAN,PIGR,
P48378,RFX2_HUMAN,RFX2,RFX family
P40937,RFC5_HUMAN,RFC5,Activator 1 small subunits family
Q04864,REL_HUMAN,REL,
Q4ADV7,RIC1_HUMAN,RIC1 CIP150 KIAA1432,RIC1 family
O75628,REM1_HUMAN,REM1 GES REM,"Small GTPase superfamily, RGK family"
P27694,RFA1_HUMAN,RPA1 REPA1 RPA70,Replication factor A protein 1 family
Q8IYK8,REM2_HUMAN,REM2,"Small GTPase superfamily, RGK family"
Q7Z5B4,RIC3_HUMAN,RIC3 UNQ720/PRO1385,Ric-3 family
Q9H0H5,RGAP1_HUMAN,RACGAP1 KIAA1478 MGCRACGAP,
F8VTS6,RFAL1_HUMAN,RFPL4AL1,
Q6WKZ4,RFIP1_HUMAN,RAB11FIP1 RCP,
Q9HAU5,RENT2_HUMAN,UPF2 KIAA1408 RENT2,
Q9BXF6,RFIP5_HUMAN,RAB11FIP5 GAF1 KIAA0857 RIP11,
P0C7P2,RFL3S_HUMAN,RFPL3S RFPL3-AS1,
Q86YS3,RFIP4_HUMAN,RAB11FIP4 ARFO2 KIAA1821,
Q3MIN7,RGL3_HUMAN,RGL3,
Q5VT98,PRA20_HUMAN,PRAMEF20 PRAMEF21,PRAME family
O43251,RFOX2_HUMAN,RBFOX2 FOX2 HRNBP2 RBM9 RTA,
Q9UBK2,PRGC1_HUMAN,PPARGC1A LEM6 PGC1 PGC1A PPARGC1,
P0DUQ2,PRAM9_HUMAN,PRAMEF9,PRAME family
O60811,PRAM2_HUMAN,PRAMEF2,PRAME family
P78395,PRAME_HUMAN,PRAME MAPE OIP4,PRAME family
Q5TYX0,PRAM5_HUMAN,PRAMEF5 PRAMEF23 PRAMEF5L,PRAME family
P48634,PRC2A_HUMAN,PRRC2A BAT2 G2,
Q2VWP7,PRTG_HUMAN,PRTG,"Immunoglobulin superfamily, DCC family"
P49642,PRI1_HUMAN,PRIM1,Eukaryotic-type primase small subunit family
Q9NV39,PRR34_HUMAN,PRR34 C22orf26,
Q6NWY9,PR40B_HUMAN,PRPF40B HYPC,PRPF40 family
Q6PEW0,PRS54_HUMAN,PRSS54 KLKBL4,"Peptidase S1 family, Plasma kallikrein subfamily"
Q9NPH0,PPA6_HUMAN,ACP6 ACPL1 LPAP UNQ205/PRO231,Histidine acid phosphatase family
O43447,PPIH_HUMAN,PPIH CYP20 CYPH,"Cyclophilin-type PPIase family, PPIase H subfamily"
Q9P1A2,PP4RL_HUMAN,PPP4R1L C20orf192 PRO1085,
Q8WUK0,PTPM1_HUMAN,PTPMT1 MOSP PLIP PNAS-129,"Protein-tyrosine phosphatase family, Non-receptor class dual specificity subfamily"
P23467,PTPRB_HUMAN,PTPRB PTPB,"Protein-tyrosine phosphatase family, Receptor class 3 subfamily"
P55036,PSMD4_HUMAN,PSMD4 MCB1,Proteasome subunit S5A family
Q8N2H3,PYRD2_HUMAN,PYROXD2 C10orf33,Carotenoid/retinoid oxidoreductase family
P83881,RL36A_HUMAN,RPL36A RPL44 GIG15 MIG6,Eukaryotic ribosomal protein eL42 family
Q14515,SPRL1_HUMAN,SPARCL1,SPARC family
P61077,UB2D3_HUMAN,UBE2D3 UBC5C UBCH5C,Ubiquitin-conjugating enzyme family
A8MT33,SYC1L_HUMAN,SYCE1L,SYCE family
Q7L7X3,TAOK1_HUMAN,TAOK1 KIAA1361 MAP3K16 MARKK,"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily"
Q53T94,TAF1B_HUMAN,TAF1B,RRN7/TAF1B family
Q9H0W7,THAP2_HUMAN,THAP2,
P10646,TFPI1_HUMAN,TFPI LACI TFPI1,
O60830,TI17B_HUMAN,TIMM17B TIM17B JM3,Tim17/Tim22/Tim23 family
A4D1P6,WDR91_HUMAN,WDR91 HSPC049,WD repeat WDR91 family
Q8N1Q8,THEM5_HUMAN,THEM5 ACOT15,THEM4/THEM5 thioesterase family
